20
30 200
7 29 178
1 2 184
15 18 6
7 22 279
22 10 -136
4 2 -30
14 23 -68
22 29 -122
17 23 -278
15 12 104
24 4 -48
23 25 187
19 6 -86
29 7 -55
23 6 238
4 14 -41
30 15 -13
27 20 -8
10 23 -116
11 30 193
12 12 13
25 1 -139
11 26 81
22 23 -350
11 2 73
2 23 -70
11 10 174
14 27 334
17 27 58
25 24 243
28 13 446
16 29 348
16 12 388
25 28 -127
22 22 95
12 26 -32
20 13 78
11 4 224
16 4 408
27 29 -138
29 4 77
15 19 122
22 26 -90
15 12 76
18 21 169
4 21 171
11 2 41
27 15 -130
10 10 90
18 11 -78
23 30 311
17 21 63
13 21 102
3 4 70
30 29 -50
22 23 -322
3 15 108
16 14 244
22 9 -213
22 28 -311
12 22 90
17 10 -95
11 26 158
25 15 145
9 9 74
8 26 48
9 5 53
1 1 47
7 18 169
26 16 -210
5 20 256
21 24 -21
14 29 156
8 28 -140
5 18 237
4 29 -18
13 20 68
24 19 24
24 22 27
21 7 -286
8 9 -115
9 5 50
18 25 15
8 13 198
15 30 120
1 15 331
4 2 -30
28 28 84
3 7 -49
14 6 192
26 7 -7
1 28 34
22 20 -14
23 5 173
26 24 198
24 9 -204
6 25 37
12 28 -302
8 6 16
14 13 296
5 8 161
8 10 48
29 1 -172
29 23 -195
7 30 167
30 22 118
27 1 -384
19 16 -383
14 17 289
20 26 -46
24 2 -191
30 200
27 26 -140
24 7 148
6 22 56
21 21 78
13 27 288
22 1 -143
21 19 201
22 1 -128
28 21 -323
22 18 -282
21 22 395
9 1 -62
25 12 -190
1 3 -157
18 22 387
25 20 -272
6 25 4
7 19 -189
11 24 -136
19 18 -38
8 5 169
19 3 -169
27 25 9
15 18 105
28 7 124
6 4 -68
18 14 49
23 10 233
15 27 331
11 22 48
12 4 226
28 26 -165
17 8 -78
17 29 419
9 24 -30
6 17 -281
22 18 -262
30 15 111
27 8 -293
30 14 175
30 19 253
23 20 97
23 7 474
7 7 34
24 4 119
1 11 270
21 12 133
26 21 -42
17 17 18
7 1 -147
24 29 240
15 30 -38
17 13 114
30 18 219
29 21 -326
25 12 -156
28 7 104
18 13 89
28 18 -170
2 10 -94
2 6 148
11 15 -362
9 4 59
5 28 375
15 1 249
17 14 40
28 2 45
10 1 78
4 10 -80
19 12 -67
12 11 356
28 6 97
7 4 -45
14 16 106
6 20 -286
23 19 215
25 22 69
19 16 -9
16 3 -96
21 12 132
17 10 151
13 15 -26
21 11 439
11 18 -285
27 25 59
11 20 -351
27 25 6
16 7 310
5 12 83
10 12 -74
30 11 580
29 12 -266
16 28 258
25 30 -371
28 13 -199
4 29 170
6 7 32
29 13 -286
10 2 137
26 21 -52
27 27 74
8 18 184
14 12 130
17 16 91
9 25 100
7 20 -336
22 11 45
3 9 412
3 24 300
30 19 253
15 3 6
5 17 109
18 3 -57
28 20 -261
20 17 55
24 19 -25
18 5 30
26 6 332
11 26 -220
16 7 264
18 24 198
7 7 88
29 30 -428
26 27 314
27 20 -284
13 1 176
24 30 -263
12 16 48
1 19 5
5 16 174
30 5 137
5 30 -64
22 21 -282
30 28 421
2 19 -111
10 16 19
25 30 -387
18 27 366
15 18 83
26 7 276
22 14 -294
18 9 230
25 10 -33
2 21 -180
16 3 -117
6 10 -173
18 3 -21
20 11 456
9 1 -41
18 15 20
2 27 86
16 30 -111
20 28 322
30 29 499
29 28 -19
4 1 -3
7 28 32
29 3 -339
9 5 -223
25 2 -29
24 12 -72
13 29 412
16 30 -112
18 10 156
19 27 253
7 2 -75
24 26 -44
7 1 -165
16 8 -66
22 5 -274
25 11 130
26 2 209
20 17 38
5 16 182
16 3 -117
23 20 78
7 16 -217
3 29 524
30 1 357
2 12 -124
17 20 54
25 20 -258
26 16 26
22 18 -228
3 7 470
2 28 125
21 16 117
10 25 133
22 18 -206
29 23 -342
5 14 101
27 14 -206
12 17 -28
4 30 -276
15 1 235
26 7 287
14 24 201
4 25 65
26 12 38
25 12 -127
30 200
1 27 77
9 30 -30
26 15 -102
15 8 317
28 28 30
28 1 210
22 7 -2
25 12 59
6 5 108
17 17 36
6 8 241
23 23 31
13 17 -42
12 22 21
24 28 -75
6 23 165
17 18 -76
27 4 -201
25 13 395
21 12 -333
10 3 4
3 3 80
15 8 342
6 13 127
17 12 -131
10 30 -196
17 16 355
17 22 -121
14 7 -431
3 29 59
25 11 251
25 25 99
4 14 230
22 11 226
8 28 -137
21 17 -190
14 15 -287
7 25 93
19 10 103
7 11 246
24 19 62
14 20 -206
24 18 -265
4 14 281
5 23 220
14 15 -318
1 13 7
6 2 63
8 25 -380
14 22 -362
11 29 266
8 27 65
20 27 376
28 26 144
8 2 -85
25 7 49
30 21 359
28 15 -103
12 12 21
18 10 376
6 10 222
1 16 190
6 24 206
19 3 40
1 11 -199
12 20 188
18 4 225
30 9 141
5 4 7
21 25 -355
5 16 267
10 23 88
5 2 93
2 12 -182
20 5 128
4 4 21
11 3 274
12 19 337
30 27 307
21 13 -100
9 2 90
7 2 372
6 24 202
10 3 -1
26 1 151
29 9 -60
29 25 -318
15 10 293
24 30 -142
10 1 47
19 22 -275
1 2 -62
4 12 -139
8 27 133
7 13 445
24 9 -99
9 21 222
24 10 110
18 18 43
8 22 -294
14 4 -207
30 2 119
30 22 -115
13 25 -302
25 16 538
4 17 91
7 22 114
22 27 419
21 7 -415
4 17 89
8 26 -102
6 20 -18
22 27 448
6 16 316
2 15 -128
26 15 -100
8 24 -21
19 5 -25
22 12 9
12 24 381
27 12 -333
8 15 -211
7 28 270
12 19 360
30 22 -96
1 11 -143
17 19 260
3 6 -77
28 13 156
5 19 131
25 11 191
1 3 -7
30 11 58
28 12 -119
2 15 -116
12 3 409
27 19 -34
17 19 201
25 27 479
11 9 125
20 8 272
2 24 130
15 22 -58
22 14 427
21 16 49
20 3 277
12 27 452
2 19 130
16 16 38
25 11 255
2 24 111
13 23 114
15 17 156
28 3 126
26 1 143
1 1 28
27 15 -255
23 11 -198
30 3 201
19 22 -236
19 22 -291
9 29 232
20 11 71
26 19 130
27 4 -160
30 7 -115
24 26 -15
30 3 234
8 26 -35
21 28 -159
18 7 -26
5 6 -9
20 21 369
14 1 23
5 5 89
22 23 419
9 14 251
27 27 20
27 4 -180
19 21 75
27 25 -329
18 13 311
17 21 320
13 8 73
21 4 -156
19 19 18
10 1 48
11 28 101
11 20 -19
10 18 -283
2 2 88
1 9 -115
18 20 148
19 28 -75
23 19 21
17 28 113
2 9 34
8 8 14
30 11 79
7 16 531
30 200
3 14 -241
6 30 51
17 5 38
3 19 -167
25 30 -117
12 25 -129
2 1 -32
30 10 -35
11 8 47
9 26 -185
16 8 370
2 4 -34
15 25 330
27 1 -253
12 7 10
6 21 -12
3 18 -158
29 8 416
4 27 334
26 18 181
15 13 441
4 24 388
10 17 -55
25 16 -87
5 24 371
3 1 -355
13 9 -20
29 16 116
12 28 -38
10 27 218
10 26 55
9 9 48
18 22 -149
17 6 218
29 13 395
19 22 -133
26 8 414
4 5 95
17 17 43
5 14 202
23 26 -87
5 26 44
22 15 -6
28 29 -257
5 21 75
7 14 -197
23 22 2
13 8 118
19 8 205
5 20 279
20 5 -175
27 20 81
5 29 49
4 12 501
30 7 289
21 19 221
4 1 102
11 17 -366
12 7 19
30 23 107
2 6 72
21 24 245
28 23 -178
27 15 -237
22 16 77
27 29 -204
9 9 78
18 14 -72
13 3 115
1 15 33
3 16 -331
4 1 98
6 28 299
25 4 -231
1 9 343
28 5 -233
5 16 94
24 9 71
27 15 -225
26 16 51
21 1 2
26 15 -22
7 1 -276
3 30 -259
5 25 266
7 18 -121
18 25 59
14 6 37
24 20 14
16 13 345
30 10 29
22 19 253
26 17 -14
13 19 -93
27 28 152
15 7 436
30 21 15
14 19 160
6 4 -126
2 10 -14
5 30 91
24 4 -337
30 13 302
6 30 27
30 18 146
24 7 132
12 5 -293
1 24 368
26 22 98
13 19 -123
6 19 104
22 21 99
17 26 101
20 7 184
13 12 113
18 30 -46
1 19 258
4 14 265
1 17 44
30 19 168
10 9 263
17 8 474
23 25 188
1 24 322
25 29 -108
13 19 -84
3 19 -173
4 24 372
4 4 18
27 29 -143
11 2 -329
13 8 87
18 2 -92
30 2 32
4 10 121
17 11 521
17 16 139
16 17 2
18 2 -46
16 30 14
16 29 -1
14 28 197
16 22 8
19 30 -82
26 16 101
27 22 -118
24 21 -156
12 6 -201
28 21 -167
15 24 390
19 24 136
1 4 50
15 17 57
20 2 -102
9 8 170
11 4 -384
29 30 152
21 8 374
10 13 323
18 26 -133
4 27 309
20 23 -86
4 8 535
17 16 133
5 2 152
25 29 -117
15 18 271
2 9 287
13 5 -338
20 13 210
15 27 363
24 11 131
5 19 243
21 6 66
12 12 60
26 20 311
8 10 -314
7 11 72
25 13 163
13 3 129
10 1 2
25 26 -109
17 20 279
4 25 262
20 10 -192
28 10 -219
30 10 -38
1 14 162
30 5 13
24 19 13
21 28 301
26 20 254
2 4 -76
14 12 265
30 20 260
25 13 227
8 2 -329
25 19 43
27 21 -113
13 29 -271
30 200
7 9 121
12 16 199
16 29 208
22 2 257
2 24 173
13 30 -141
28 28 40
5 23 -255
14 10 -109
17 2 262
11 5 190
8 2 -51
19 15 64
27 27 85
30 18 52
29 28 -211
12 25 151
20 6 212
21 27 -33
13 4 -130
7 21 -170
26 16 83
15 13 69
7 22 -222
19 7 187
26 22 -26
29 10 -272
4 27 1
8 30 -309
15 6 150
19 9 211
28 9 388
22 19 142
18 30 38
17 25 113
29 29 6
23 15 267
15 12 -191
12 15 217
22 27 -15
4 20 231
23 6 389
1 27 13
13 1 -169
26 4 -138
2 29 154
27 3 -41
8 22 -282
24 10 -244
20 13 62
14 12 -71
2 1 -147
13 21 -93
19 30 -114
6 23 -284
22 16 196
19 30 -85
7 22 -259
3 27 160
22 16 158
12 28 81
4 13 285
6 30 -267
8 3 -421
3 9 548
20 3 -246
27 23 108
22 16 194
23 14 156
11 25 -70
6 24 105
17 2 213
17 10 34
15 14 51
9 16 -198
21 22 35
10 27 34
28 18 2
3 5 443
24 21 -227
14 1 -76
11 10 -184
24 19 -128
12 24 372
10 17 112
17 17 96
6 9 66
10 21 106
13 2 94
24 25 -190
14 4 -146
15 11 65
4 21 112
23 30 52
14 26 46
2 16 -31
3 7 400
29 2 -29
12 1 115
26 5 198
24 16 -170
3 24 455
6 23 -268
30 12 83
28 22 57
4 19 214
4 23 86
7 9 130
8 30 -311
22 17 25
10 13 206
28 5 321
9 20 -97
5 7 1
18 23 114
17 23 62
25 15 143
17 20 182
15 13 29
2 4 -213
11 21 -29
29 29 48
20 25 -64
14 26 76
10 26 210
7 24 98
12 6 358
22 13 229
30 18 75
16 19 -8
9 2 -83
5 21 -213
26 23 -97
13 20 59
24 27 -357
28 20 154
25 21 80
5 4 -241
19 8 185
15 15 95
7 21 -156
18 20 251
6 30 -313
13 5 172
15 26 43
7 6 87
7 30 -280
3 26 324
22 4 -28
7 10 -253
11 7 148
18 11 280
2 4 -187
13 28 -114
12 2 263
29 14 -104
12 5 430
20 20 24
20 18 -120
28 23 28
24 12 -323
2 22 -183
5 20 -108
13 19 -31
3 7 458
21 27 -74
24 1 -268
10 27 50
30 7 395
23 25 51
19 11 96
21 8 286
7 23 -228
28 12 -63
5 22 -293
15 17 -68
17 25 51
8 8 72
9 6 -12
30 25 107
3 7 448
21 29 301
20 2 139
27 2 290
9 25 -225
16 16 87
21 23 -11
20 29 163
8 1 -280
8 12 -279
29 27 -300
8 15 -43
2 9 142
7 17 -252
29 7 88
17 25 39
27 9 470
1 29 329
4 6 386
18 28 85
30 200
24 10 -83
22 25 123
11 4 -102
17 5 149
24 11 311
21 6 -219
24 11 339
5 24 -4
29 28 370
19 5 -105
13 20 100
26 7 148
10 6 113
22 18 -185
26 21 99
6 25 380
9 21 383
18 6 74
20 18 -88
7 11 236
7 25 127
13 15 -148
11 21 -108
22 10 -228
23 15 -196
6 11 429
2 28 292
14 23 -131
14 8 -342
9 7 378
7 7 61
14 7 -122
23 4 141
19 8 -362
2 22 170
8 29 124
17 5 175
6 18 -16
25 23 -107
19 9 -350
3 2 -206
26 22 130
12 11 489
22 21 90
29 1 88
3 28 -51
6 20 202
14 15 -438
13 25 216
16 11 452
26 28 213
11 25 -92
14 4 -129
27 7 147
21 21 14
25 28 110
16 13 125
22 30 -50
12 20 254
12 18 43
12 26 333
22 15 -315
17 24 105
2 21 175
30 4 112
22 25 108
29 23 208
15 10 110
4 23 8
2 21 138
30 15 -151
1 16 -23
7 16 -191
26 17 -115
15 5 291
25 27 -129
16 23 225
22 13 -67
30 12 -127
15 28 472
16 16 39
8 19 454
18 24 250
5 8 -197
5 11 214
5 5 62
13 9 -127
19 22 -3
9 17 202
14 8 -347
27 13 45
9 20 190
22 27 -46
16 24 203
11 18 -396
11 30 -179
15 22 395
5 25 141
7 7 18
2 14 319
26 30 -21
17 17 47
21 30 -21
6 24 179
16 19 335
26 9 -163
16 2 121
14 22 -148
14 5 -137
17 29 31
13 2 93
13 13 26
30 21 92
21 14 199
19 18 -365
2 27 70
29 6 -28
27 24 79
17 4 248
20 2 47
11 6 -309
15 14 505
16 22 320
19 11 137
1 5 197
29 13 124
28 4 -49
10 25 347
24 27 56
24 7 189
26 3 287
11 20 -268
8 5 279
26 9 -186
19 5 -104
27 21 152
8 23 297
23 2 37
3 29 -298
3 13 -241
5 30 11
3 25 -73
29 5 154
5 21 98
1 8 -73
26 29 -95
7 16 -177
28 19 7
30 4 89
24 13 23
14 2 -233
9 21 364
12 20 194
17 23 181
20 30 141
9 20 244
28 20 -187
5 22 105
13 17 -47
25 14 182
27 19 281
26 7 139
22 26 -18
23 20 -28
8 9 5
1 9 -95
27 27 62
1 19 341
7 4 22
13 23 111
7 27 -104
13 20 83
20 17 -32
8 1 192
27 15 -146
19 18 -318
18 30 212
28 7 -73
20 13 -8
22 12 -222
5 21 141
19 9 -398
1 8 -74
8 9 61
9 28 442
12 17 183
9 6 162
1 21 260
21 7 77
22 15 -315
29 2 123
22 16 -153
5 3 302
8 20 232
25 20 -121
12 8 93
9 21 405
4 10 -271
20 26 107
22 4 39
30 200
5 23 99
20 15 102
26 29 196
2 13 -85
5 12 -417
15 6 127
28 8 373
1 26 129
19 7 117
14 7 64
20 8 13
26 12 -114
15 28 -297
23 10 45
20 7 53
6 3 -245
18 21 1
21 29 -73
26 17 252
19 18 184
10 5 35
30 18 22
9 27 -34
2 5 21
14 4 -304
13 20 143
12 24 321
19 27 54
2 24 -182
5 19 -128
6 8 -71
4 19 319
2 10 44
27 29 17
2 30 101
14 19 -83
24 22 6
4 17 361
17 24 -69
6 21 -10
24 8 164
10 12 -372
13 22 -14
27 29 37
15 1 -294
21 9 72
20 30 202
24 27 119
9 10 174
27 28 -293
15 1 -266
22 2 370
13 22 -106
7 17 -24
13 28 -195
11 2 217
9 15 112
6 5 50
15 13 -81
18 7 -2
3 17 185
6 27 -111
23 13 -113
15 6 156
4 28 -16
25 29 -68
13 14 133
14 9 51
13 5 150
29 27 33
17 19 45
27 21 109
9 13 7
17 21 151
4 30 475
13 9 100
21 27 19
30 21 -32
4 12 -39
8 11 38
2 28 -386
10 3 -202
14 28 -404
1 9 410
27 27 69
26 25 385
8 23 157
7 4 -282
13 8 59
28 4 68
30 17 -39
5 11 -164
19 24 -56
10 16 -408
30 10 102
29 17 100
11 13 69
21 12 -371
15 10 90
23 10 62
22 10 309
24 18 278
6 23 74
6 9 12
6 19 -101
25 9 -57
12 9 440
3 10 361
30 12 -437
24 12 -180
11 12 -165
29 25 248
13 24 6
29 15 165
28 19 352
2 4 -334
13 7 127
5 14 -13
11 29 142
8 21 155
1 18 414
12 14 441
22 8 162
23 23 34
14 17 -10
6 14 3
5 4 -323
22 28 -124
25 10 90
10 16 -441
29 13 -8
18 11 -124
12 15 422
25 18 45
29 28 -217
27 4 -244
23 5 91
21 24 -98
11 21 209
13 11 25
11 11 97
11 16 -242
22 13 118
25 26 -236
26 7 235
16 5 510
9 21 13
24 4 -183
21 24 -76
23 7 -24
19 5 141
9 24 -68
23 25 91
27 28 -251
4 16 34
29 9 74
23 19 -59
1 3 171
22 9 228
17 30 201
12 17 425
11 30 254
28 24 266
5 26 -201
17 9 100
9 4 -301
3 7 226
26 28 -161
14 22 -176
22 25 334
24 10 256
10 19 -82
26 30 369
30 29 -117
19 26 -79
10 16 -449
25 28 -449
11 12 -220
25 22 -190
16 2 488
28 10 473
23 8 -88
30 23 -23
18 19 -93
5 20 -21
9 11 -90
16 9 454
10 6 58
13 6 186
8 3 -23
10 23 -32
25 4 -391
16 12 38
6 16 -374
16 27 388
19 25 240
21 6 78
10 14 -60
20 14 123
26 3 100
30 200
12 15 -354
19 24 243
29 19 -9
3 4 -285
19 27 107
20 16 26
14 12 450
13 4 10
25 24 113
16 3 201
28 9 43
10 29 94
10 9 46
29 7 351
9 26 248
1 27 129
14 11 560
5 8 -70
8 24 68
22 22 3
20 16 -62
24 6 -314
20 1 -114
16 26 185
29 16 30
7 15 -406
11 29 -242
11 27 -207
22 28 -225
13 14 -93
26 8 38
26 2 -71
9 4 -106
11 16 -194
4 6 82
17 29 127
29 18 163
2 19 -18
12 27 -133
12 19 -169
6 17 140
11 26 -106
2 16 26
4 28 219
2 2 1
18 24 113
28 15 -204
13 19 42
17 30 280
18 23 -48
17 10 40
21 10 -68
17 20 133
9 10 -12
1 23 174
7 24 -69
27 15 -109
4 8 422
5 7 85
27 15 -167
11 22 42
13 3 335
15 26 425
2 17 -2
6 10 158
29 25 160
21 20 81
16 22 375
25 30 75
3 8 56
15 4 102
29 5 351
16 20 83
29 25 237
22 25 -121
29 21 139
29 22 397
27 3 267
14 14 52
5 3 -86
24 21 -73
28 9 -2
13 29 119
18 16 -50
3 24 56
1 12 349
24 12 70
15 6 51
2 27 71
18 29 -26
9 10 24
8 9 -81
24 28 -116
26 25 -39
26 12 75
14 20 321
24 29 -161
19 1 -75
6 9 230
26 24 -12
24 28 -78
28 17 -19
14 6 42
12 6 -311
30 13 -227
11 17 -344
28 11 340
24 3 31
10 23 79
24 20 -52
13 24 254
4 26 406
16 24 168
13 30 356
13 5 377
15 8 367
17 10 87
2 15 -100
6 14 20
15 27 250
8 12 107
26 4 -307
24 30 92
25 9 -121
12 2 -114
25 15 -283
29 22 315
10 6 -32
17 30 355
9 8 150
27 5 374
21 9 1
20 19 -13
15 7 484
23 14 -80
8 30 111
5 10 -273
14 16 254
26 10 -165
8 7 170
14 22 519
8 2 -104
26 8 8
15 6 108
22 5 96
30 27 -126
1 22 431
13 5 469
9 9 49
6 5 532
9 2 51
29 8 232
4 25 334
22 20 -160
30 26 31
3 10 -121
5 29 -252
28 24 155
30 1 -306
12 8 38
28 8 183
12 21 -132
5 21 -151
24 7 121
23 3 236
8 27 -164
4 5 475
12 13 -241
3 16 -120
7 26 -78
27 15 -166
7 7 97
5 29 -262
22 17 -284
10 30 264
16 22 379
19 28 87
8 19 -172
3 12 128
21 2 38
6 28 265
13 15 -13
24 8 60
6 21 299
4 15 60
1 13 68
21 9 28
28 3 155
24 4 -282
19 1 -17
19 12 282
20 14 -201
20 7 240
11 24 -70
16 5 297
16 11 346
19 7 390
24 23 -162
14 30 450
8 17 -182
30 200
28 6 -49
3 7 -49
2 20 -46
22 25 101
13 11 149
6 25 140
6 2 -23
6 24 -17
7 5 -148
29 17 -222
5 23 75
28 12 247
6 4 71
6 19 18
18 18 95
28 22 0
7 29 107
20 12 426
16 1 185
10 13 19
6 2 52
18 4 123
15 16 -184
29 14 -253
11 6 31
27 13 -37
17 4 199
4 28 63
7 26 27
5 13 76
10 16 -9
4 15 138
20 19 194
4 16 -110
23 13 81
14 12 452
4 20 -131
8 6 34
4 20 -166
8 3 244
28 15 21
26 8 7
11 11 79
29 14 -264
8 13 -69
16 13 68
30 20 -253
14 25 237
11 27 41
25 12 272
30 30 7
19 22 117
16 27 161
2 26 205
9 24 -172
17 30 326
8 21 37
5 21 201
18 13 -21
28 26 12
12 5 -382
28 9 114
14 2 122
2 8 127
12 16 -358
2 6 81
27 16 -34
12 6 -218
30 6 -61
4 9 153
12 7 -102
4 16 -96
18 28 125
30 27 -89
8 23 -120
14 30 290
6 3 260
21 5 -77
28 18 -2
13 13 81
30 6 -84
27 9 265
23 13 48
13 23 23
28 12 225
23 3 329
23 10 69
22 23 -52
17 21 218
2 18 124
6 4 149
13 21 176
21 8 125
6 13 -87
4 4 5
10 24 42
13 25 185
5 5 27
6 14 -34
11 6 31
12 2 -294
9 24 -187
25 13 -104
20 29 360
12 11 -243
10 28 271
4 12 309
2 2 28
2 9 242
21 5 -134
1 7 103
11 16 -56
26 10 -57
4 8 18
11 6 0
25 17 -198
19 4 56
27 30 248
21 25 164
1 19 36
16 17 77
3 24 -286
8 9 201
23 12 423
24 12 378
8 15 152
18 13 -64
27 25 207
18 5 -161
9 23 -209
9 17 -242
21 28 125
6 30 175
13 9 381
10 28 263
16 20 29
11 25 129
23 3 398
19 1 85
26 5 -137
23 18 197
1 11 61
24 6 95
6 6 96
13 20 -30
29 7 -95
5 5 5
8 16 -132
29 3 103
10 11 190
24 29 308
23 16 11
3 7 -68
13 23 68
26 5 -168
17 5 -17
10 21 122
29 4 -66
20 29 369
1 9 220
7 22 52
17 3 384
6 28 142
6 17 -95
1 20 -151
5 27 161
2 20 -57
19 5 -137
1 25 44
7 23 -123
25 22 4
2 7 217
1 1 54
30 15 54
26 30 92
11 5 -140
15 3 109
22 16 -143
24 21 129
6 8 76
8 11 -20
15 6 -37
12 29 -65
30 28 -21
30 30 52
30 11 -31
23 15 251
10 12 367
23 1 242
27 22 157
23 23 67
18 9 275
13 18 190
3 12 89
21 12 330
6 13 -89
27 15 192
12 1 -162
10 12 395
1 20 -128
30 200
5 10 76
17 21 -285
8 26 -622
17 10 -191
29 17 192
22 20 349
15 24 694
5 17 170
15 8 664
21 10 -602
23 21 650
20 18 129
21 17 -458
20 7 352
4 23 132
1 5 165
23 8 -408
30 10 925
21 3 183
17 30 75
13 2 -964
19 2 -35
5 8 -403
15 10 -180
27 23 919
10 18 -226
14 5 425
10 29 -764
29 4 240
7 27 -28
24 12 96
16 11 -829
25 15 -500
27 8 801
6 4 -374
25 21 -461
12 7 -178
26 6 358
17 9 242
3 19 513
6 17 -251
26 22 320
27 10 -849
16 22 353
17 27 -118
30 13 518
27 11 853
2 14 146
3 15 893
3 28 7
21 18 261
28 9 -888
7 9 83
2 9 410
15 20 69
19 29 31
17 19 -202
24 19 581
8 5 675
10 5 116
27 29 -623
27 6 -360
4 6 -204
13 25 456
22 8 815
18 11 -102
10 8 -547
5 13 966
19 11 471
15 11 729
19 4 -508
13 26 315
1 18 429
5 11 40
14 27 109
28 19 -691
30 3 -528
25 15 -967
25 30 -948
30 24 -837
8 11 -924
16 4 611
17 28 939
27 28 236
24 2 452
25 4 5
21 3 511
7 22 -661
22 24 206
4 21 897
29 26 741
7 20 791
22 29 -238
8 9 -820
26 1 -725
7 18 65
6 22 -255
1 24 -133
18 15 229
21 15 -602
21 27 -810
14 13 880
29 13 902
11 6 564
4 20 731
7 20 506
3 17 401
2 10 849
1 8 195
1 3 611
25 12 834
23 10 -1
26 9 -264
6 21 443
24 29 -28
20 12 -589
3 14 -711
23 12 139
10 15 -839
24 22 -84
26 24 -438
18 28 973
18 9 -727
15 14 -392
20 24 959
17 13 -993
16 15 -864
10 17 218
28 27 -370
15 3 462
12 22 31
18 9 -465
30 29 792
15 9 -712
21 26 -697
12 23 -793
27 10 -100
2 15 962
17 19 469
26 7 825
17 22 144
13 8 737
6 18 -59
20 29 -137
23 14 21
4 16 -659
20 10 574
26 13 -263
5 30 943
23 13 616
20 22 30
3 21 829
24 7 -939
17 24 709
7 30 -468
21 12 -286
18 3 -157
13 16 -996
19 12 -992
16 9 -2
1 30 -686
10 6 -127
28 10 984
23 10 -595
20 7 88
11 4 157
30 9 -784
8 20 209
7 25 -54
4 21 733
19 12 966
15 1 113
16 13 -829
6 30 671
13 30 64
14 29 -46
4 3 183
22 25 20
2 6 -348
8 1 586
11 23 481
20 29 120
