20
100 500
46 59 -86
88 76 -78
47 67 395
73 35 43
30 64 -203
30 22 120
83 58 58
87 68 188
87 37 122
91 78 -74
66 33 125
58 37 -110
62 66 190
10 44 26
21 34 -36
67 41 101
17 79 8
92 44 -332
71 32 -53
98 69 122
17 8 -62
18 18 67
52 75 274
61 77 54
81 28 0
68 86 -213
25 73 115
70 49 332
93 37 172
15 3 -9
35 92 258
81 98 137
33 69 187
51 80 -354
32 70 56
76 77 320
20 26 396
28 2 -10
16 53 -241
36 82 521
9 7 200
71 59 -150
23 77 229
18 82 447
12 4 142
62 92 552
12 15 350
58 7 177
24 56 -318
69 70 -185
66 64 190
35 5 240
29 66 -60
31 33 151
75 20 -311
33 25 90
60 70 49
77 21 -345
45 85 403
32 2 23
10 6 266
22 80 -352
5 88 10
66 92 375
21 5 379
65 82 70
47 15 513
51 5 -26
12 95 157
92 41 30
84 84 76
9 20 -59
83 19 -103
9 79 237
52 21 -91
4 29 -76
12 3 246
39 49 376
96 69 264
84 71 163
36 38 490
31 82 369
45 4 315
51 80 -353
48 37 -175
85 42 33
11 60 49
49 79 -44
76 23 171
31 74 102
55 48 294
86 50 465
30 10 -226
57 12 6
40 74 -233
79 62 -352
62 100 347
10 84 23
77 5 13
90 64 187
94 46 -212
34 66 206
64 28 -45
65 57 -193
33 1 -34
17 48 -115
59 70 235
85 25 -49
92 11 -294
82 59 -426
52 79 224
8 51 187
55 69 315
94 82 149
8 96 -113
100 93 -202
43 23 45
43 14 -68
69 99 7
79 95 -34
34 8 406
48 49 200
57 62 -184
5 37 -194
89 41 216
86 3 423
15 34 -377
37 26 256
38 21 -407
38 40 71
44 52 211
52 17 285
17 52 -149
31 33 143
95 4 63
11 39 -5
45 100 388
23 20 -239
71 83 -50
41 99 -65
12 28 88
10 99 288
6 56 -312
46 45 -95
1 8 163
93 84 161
35 2 -80
46 14 136
74 18 -79
86 99 468
53 97 -54
34 65 498
60 53 105
18 18 94
90 6 404
24 64 -60
35 87 -135
43 90 -208
3 76 -123
38 54 -231
47 5 473
48 32 -141
22 37 -339
30 41 35
30 19 -341
11 38 346
82 66 -253
13 24 46
29 90 -125
15 28 -137
40 49 15
91 90 -264
86 54 231
31 59 -77
67 49 66
30 91 -4
48 28 -60
94 53 -156
90 72 340
15 3 9
16 69 -49
81 44 -68
30 21 -344
74 69 238
92 30 -27
47 68 248
66 44 -11
52 2 -88
51 9 -230
24 60 -152
31 16 416
76 4 122
92 92 68
74 28 8
57 7 221
44 79 315
37 53 174
33 30 261
5 73 -5
66 46 118
36 96 251
1 32 -12
50 47 -345
16 35 -123
20 98 317
74 74 30
38 75 -9
44 39 64
2 77 389
92 68 -145
77 42 -93
1 85 202
47 64 300
25 21 -215
36 25 266
27 100 -52
42 90 -211
12 72 268
77 57 -229
61 97 -279
86 57 299
4 37 -94
80 30 438
98 14 0
90 26 288
51 86 -450
47 55 159
69 100 -32
10 44 1
61 100 -59
2 89 216
7 40 167
10 61 389
77 99 -66
13 65 76
75 93 -344
47 51 543
94 77 68
51 60 -320
33 35 37
54 98 194
38 3 -66
12 43 248
24 100 -2
29 84 -18
68 7 182
32 23 205
25 72 152
76 65 250
2 54 84
51 20 -361
67 14 -155
8 77 219
35 62 -216
69 5 20
52 34 -146
84 30 388
26 68 -107
14 20 -167
46 75 298
77 30 26
63 32 -291
20 13 434
14 37 -86
16 55 -280
46 63 380
89 64 42
42 85 114
95 40 206
76 74 35
52 13 205
47 21 81
56 28 245
50 84 -159
11 55 -17
90 15 434
3 47 -382
9 73 127
10 1 137
53 6 213
84 69 288
55 98 236
84 70 39
17 71 -134
41 32 -266
46 18 33
59 67 451
22 70 -279
50 72 -8
13 67 64
96 99 176
39 85 307
25 30 241
12 99 251
5 82 162
21 27 396
45 31 146
26 10 -219
70 7 270
75 34 -377
80 7 323
10 52 113
42 78 54
96 79 215
5 98 -86
26 20 -288
66 35 170
69 71 -56
21 99 346
69 83 -138
17 77 100
25 54 -88
97 16 498
60 48 204
64 53 67
43 8 15
17 14 -186
32 13 290
70 98 199
44 4 243
80 98 286
42 99 114
87 55 88
99 73 -19
55 8 316
12 83 64
49 13 -17
26 37 -194
29 80 -137
75 1 -118
40 11 -213
58 93 -95
45 63 559
3 87 -254
39 47 -84
35 16 233
8 6 130
35 43 127
45 26 442
17 39 -248
58 74 83
91 37 -225
58 92 271
75 89 -87
31 95 189
80 91 409
31 28 138
79 96 -131
43 39 -182
90 67 320
69 31 -187
19 91 380
2 38 468
86 36 105
77 28 -210
43 32 -126
79 9 -185
22 63 10
5 64 -137
71 75 179
53 83 63
15 4 -36
67 87 -284
29 50 247
32 25 174
73 35 -31
35 100 39
76 71 157
65 5 1
38 92 59
68 16 284
88 55 -187
40 6 -51
64 96 -4
68 15 270
14 41 346
23 97 -159
57 96 18
69 33 -115
87 100 260
52 11 -41
3 81 -122
96 55 -77
45 75 492
73 56 -265
1 69 218
57 31 20
47 94 419
57 55 -80
22 76 -178
1 80 -70
63 53 -204
76 60 -22
100 22 244
59 92 458
69 4 -107
31 55 32
68 9 -4
13 16 108
23 82 199
48 98 19
13 4 -56
92 90 -316
96 69 242
17 70 -228
26 23 10
76 52 24
58 39 -38
8 67 152
74 75 246
42 64 -44
64 51 305
20 83 190
3 82 128
28 8 234
16 31 -330
12 62 -73
39 79 307
18 15 345
26 54 -170
60 4 164
48 88 29
100 17 224
58 11 -2
38 98 -152
87 52 245
96 20 -107
41 23 -146
23 30 140
80 88 309
82 73 -140
76 56 -111
2 63 411
65 20 -320
3 28 -175
77 58 -192
6 15 42
88 26 47
33 88 180
75 24 -68
74 93 -158
58 4 87
54 29 139
53 90 -65
11 25 189
67 86 -291
53 15 272
67 89 -64
60 10 5
12 94 323
22 20 -352
1 76 20
58 79 259
49 53 -171
100 500
73 48 197
80 75 -16
10 24 82
99 85 -385
97 45 250
11 80 21
37 70 -63
22 66 202
17 91 268
8 11 371
48 55 101
2 53 240
46 65 -62
30 68 178
79 86 -133
34 96 -331
96 27 416
65 85 -232
75 10 -14
15 36 362
96 19 384
17 36 274
88 81 108
31 91 243
5 48 118
3 73 193
38 50 -116
90 49 160
86 16 339
85 26 426
11 47 103
55 34 35
69 97 -147
62 81 110
7 44 222
66 28 231
78 59 23
12 44 272
69 72 -273
62 86 -35
6 48 128
81 48 219
49 22 -285
93 29 264
84 89 -104
32 21 -284
70 21 58
56 35 -232
55 57 -390
42 93 110
33 75 -110
92 85 -165
78 70 -70
47 32 64
33 76 -310
8 74 426
85 95 332
34 84 -104
77 46 173
97 83 50
84 41 -146
74 23 -60
24 16 142
15 6 360
78 66 42
65 62 -143
2 39 273
83 28 359
32 72 -412
6 84 -22
10 58 -26
78 55 290
12 45 221
68 16 242
4 99 266
94 32 410
73 14 -175
10 84 256
90 76 -182
64 52 -451
89 38 288
56 7 -193
84 8 -245
57 14 44
43 77 298
23 54 -160
94 73 306
46 63 -79
83 9 451
21 91 222
78 70 -64
91 55 211
11 90 -98
39 15 -318
98 11 97
32 56 11
24 97 -40
68 31 12
76 54 132
95 52 -282
87 80 52
95 59 -144
29 82 -150
34 7 -271
86 6 435
69 54 -129
15 30 -19
28 43 -162
54 30 -60
23 9 144
39 58 -341
16 61 -148
66 34 270
46 19 15
12 90 67
42 89 182
35 65 282
85 97 90
34 13 52
2 26 280
12 89 119
47 88 -206
18 79 -87
84 84 55
53 71 10
90 16 105
12 12 59
2 27 207
84 18 25
8 88 281
99 79 -252
33 69 -16
90 39 292
13 73 -76
53 61 -292
33 59 -72
64 15 -373
68 52 -128
40 3 -29
76 73 351
68 32 316
54 28 307
44 68 -151
3 1 -2
75 74 339
40 24 -85
15 77 330
12 31 51
57 93 77
57 50 183
66 8 -144
48 63 -116
19 75 -209
97 46 405
2 95 171
33 95 32
65 40 -22
53 25 -269
16 1 -40
40 35 -120
49 31 -213
24 82 -76
37 79 77
81 43 21
91 9 224
7 23 218
99 86 -424
17 36 269
71 9 185
15 52 -29
29 86 -220
41 55 441
53 27 112
73 23 84
78 77 247
8 76 2
84 36 56
15 32 420
10 18 263
46 80 -111
67 3 59
55 64 56
73 57 -239
8 70 145
60 19 391
86 96 68
37 96 -29
73 15 -169
34 89 -226
26 23 -93
98 61 -207
67 60 11
59 74 270
5 99 167
33 54 -194
92 49 64
88 53 200
65 100 58
71 54 -149
64 45 -33
58 23 359
69 40 111
48 75 -190
31 69 171
70 80 257
78 55 337
81 34 286
32 22 -349
79 66 94
39 53 50
6 27 150
36 51 9
47 5 4
36 79 -146
64 100 -23
22 28 356
100 2 -23
38 43 -203
99 72 -426
100 49 7
66 73 166
44 33 129
12 94 -69
27 87 -143
87 90 33
54 80 241
71 45 -22
84 96 -182
22 56 404
30 13 455
12 28 269
47 26 70
94 38 438
72 38 492
56 46 143
38 99 109
91 46 195
31 82 -16
76 6 442
3 4 133
54 52 -80
75 41 -35
30 93 104
38 12 -260
86 100 388
74 16 -82
3 54 26
77 43 -123
54 95 307
90 44 170
16 45 111
2 33 133
7 57 -71
22 68 132
40 77 165
100 46 210
93 8 -17
1 92 160
68 18 258
15 12 151
42 42 71
12 93 35
63 49 81
82 7 152
18 32 192
56 15 -339
70 55 452
54 72 -92
59 91 127
11 59 -105
8 30 41
84 93 -172
41 36 269
72 98 325
77 53 24
77 45 55
44 88 -24
46 2 -140
85 31 115
94 13 455
63 66 -18
46 89 -170
49 69 1
88 95 186
66 1 -48
86 43 169
95 97 -239
41 31 60
7 83 -62
74 97 -245
14 94 18
53 96 -296
42 19 475
86 56 471
4 96 -100
96 77 309
82 51 244
26 19 89
68 54 47
76 41 163
48 61 -316
29 71 165
36 22 -254
76 16 348
39 56 43
5 37 -195
10 45 332
16 16 38
5 49 -43
89 86 -95
39 90 -180
37 5 277
26 32 71
13 91 -61
80 82 -183
69 2 -21
4 57 -188
3 14 -70
64 94 -346
63 81 -12
63 63 77
98 22 -245
31 46 355
84 1 -87
99 43 -258
40 39 176
90 79 -4
30 2 223
99 74 24
5 22 -314
96 99 397
87 89 5
45 41 -192
11 13 157
69 9 249
35 15 -24
84 47 133
59 18 170
34 30 -341
27 2 -149
73 82 -215
33 27 107
13 68 -264
94 7 144
44 52 -266
84 62 -87
11 38 65
85 67 67
67 68 63
49 58 -250
36 6 27
90 28 237
45 96 -221
17 62 137
10 60 74
82 2 256
61 17 44
58 57 48
62 50 172
16 40 -6
44 38 162
83 88 189
64 78 -228
100 78 -72
9 91 -112
20 9 190
19 75 -223
53 45 -31
73 38 175
5 9 129
18 49 -6
11 66 -82
68 4 121
24 25 -73
98 52 -268
100 83 -261
20 62 -146
58 26 472
60 99 471
97 81 185
56 28 -3
51 10 -182
95 18 78
10 72 -42
68 78 124
58 55 445
55 54 -304
55 9 44
39 38 32
100 75 -159
100 86 -211
90 22 -81
98 14 -201
57 45 328
74 71 -50
57 73 339
66 51 101
72 20 355
70 57 60
78 38 289
13 95 -58
32 58 -383
47 76 -342
43 93 6
50 51 95
20 25 -280
35 27 288
16 2 -33
46 10 -346
92 94 -257
69 91 70
11 21 -186
27 67 -232
51 87 3
88 8 -98
3 17 -77
56 78 -125
73 87 -51
34 54 -281
93 20 286
67 46 384
78 64 291
88 31 -80
16 84 101
52 58 49
37 37 38
65 50 -71
48 1 -268
42 100 352
31 78 132
29 30 -224
33 75 -165
89 28 273
59 29 116
63 85 -210
3 55 285
47 95 -15
59 55 347
52 56 487
30 90 248
31 33 255
1 36 294
69 92 137
62 19 390
83 29 226
88 28 275
100 100 57
56 19 61
42 71 406
27 47 14
67 42 -75
54 7 39
88 60 -100
60 100 326
65 28 106
61 42 -29
59 46 326
95 31 -195
73 95 34
37 52 -152
62 91 146
37 77 281
9 79 -165
88 58 -118
56 37 -156
59 82 -86
92 59 -59
31 64 405
62 28 275
79 1 72
32 8 -352
54 73 245
94 74 469
42 67 181
93 73 300
39 15 -322
98 28 139
14 33 317
2 10 -138
62 27 391
41 82 -13
96 36 314
22 8 75
61 63 270
69 34 231
38 68 -221
67 57 -3
83 24 166
37 79 36
62 53 306
11 94 -297
6 55 158
90 56 235
34 87 -164
53 16 -63
21 37 67
94 4 279
68 88 168
13 77 -8
20 39 160
100 500
65 70 -43
2 95 261
21 26 56
67 49 -129
43 81 297
30 93 30
4 86 -131
29 16 343
1 19 221
25 57 7
72 91 202
17 74 75
97 9 -13
61 2 -114
31 18 -86
6 14 -179
93 79 36
83 27 68
57 37 -179
23 49 -42
79 65 80
69 7 232
35 9 -276
91 23 219
59 91 215
98 12 128
2 47 163
87 95 330
28 63 417
68 92 397
11 50 414
28 84 69
93 21 -323
34 89 -146
32 99 -152
46 73 -204
52 73 63
24 77 -1
29 29 79
33 76 68
74 78 -232
40 69 125
57 14 -175
75 28 -327
21 86 185
66 9 74
96 14 165
15 80 -315
40 47 200
21 14 78
26 63 467
65 11 -370
18 97 88
26 24 250
19 51 157
82 9 -221
65 13 -118
42 10 401
98 63 343
3 53 -232
87 10 452
56 11 -348
96 5 114
6 38 -186
17 95 4
88 20 -160
61 93 151
77 8 -173
100 95 240
47 32 151
66 88 415
41 71 -183
46 58 -196
97 21 -23
46 6 -27
67 63 -18
38 60 83
25 96 -413
44 55 -23
41 84 -379
45 79 384
43 84 -130
70 89 -35
68 38 162
24 68 -231
3 80 -392
4 96 -325
90 13 141
71 51 253
87 95 397
4 98 -137
11 41 477
60 25 382
12 73 7
14 98 51
100 44 53
34 96 -375
90 63 271
56 5 -201
72 98 217
37 19 230
69 17 251
7 77 19
24 30 179
57 4 -4
35 77 -38
85 79 150
18 64 158
11 71 220
89 88 197
59 83 161
18 31 183
12 51 139
19 16 105
75 46 67
81 49 -148
63 84 -370
1 5 38
19 95 71
98 86 131
7 92 153
43 73 -20
94 31 253
20 49 107
36 28 -128
12 55 -198
56 16 61
99 43 165
19 32 104
6 84 -305
21 98 89
11 22 236
51 41 113
26 21 83
83 18 -84
97 26 -66
44 63 410
68 72 -5
52 47 137
96 99 116
21 11 14
55 18 77
83 39 43
73 13 132
42 5 61
23 56 94
56 10 27
56 97 -238
25 84 -325
95 98 -141
95 94 -253
52 26 -91
28 33 -38
71 9 -69
34 99 -269
93 57 -24
95 13 -51
30 16 64
91 65 269
65 35 -32
92 22 -126
70 93 84
77 69 -94
1 68 -23
52 70 259
61 94 -270
18 65 452
54 1 -288
34 52 -141
6 20 -63
73 93 285
52 23 254
12 32 157
66 54 529
87 11 103
35 91 -82
42 11 -25
97 10 315
45 18 73
20 45 -92
7 100 -146
46 95 -30
17 71 -144
91 52 86
30 93 47
87 19 295
74 97 -203
8 17 377
29 81 469
20 16 229
46 27 -193
72 53 243
85 99 -104
100 31 185
6 84 -230
94 85 376
14 17 317
70 86 -165
46 68 -282
75 5 -190
60 47 131
43 7 161
11 42 159
71 88 203
8 91 137
82 66 -252
69 58 -2
14 87 -35
16 13 -50
15 23 -8
74 65 55
50 66 -392
80 36 273
61 53 -77
41 43 -206
100 72 -32
62 90 9
42 18 -45
45 21 46
90 99 -69
86 81 296
98 36 153
53 36 77
27 47 79
23 86 -95
5 62 183
13 2 -110
20 21 -71
90 45 -134
70 13 -55
84 48 177
62 8 -146
89 52 24
89 66 -160
22 36 23
9 55 0
84 11 23
96 76 71
81 26 -290
51 43 -102
56 61 -19
74 55 -353
90 11 -114
30 95 -35
82 96 -217
12 67 258
94 50 396
5 18 -26
70 65 135
42 47 137
15 59 -256
2 98 73
21 88 359
55 87 49
70 62 -41
74 75 18
1 96 -51
89 2 -28
91 76 -153
13 91 -69
28 52 225
8 29 50
95 81 157
64 36 115
40 70 340
33 85 346
53 6 250
49 100 -91
53 55 -122
59 91 226
52 50 232
99 81 362
27 89 64
58 45 21
23 61 -28
71 73 -3
75 1 -196
56 69 -217
100 76 -28
32 22 -106
32 85 -1
66 67 571
55 9 37
62 56 143
51 54 166
71 33 -161
74 50 26
21 19 290
83 13 88
36 46 189
42 48 106
5 36 200
32 57 34
25 92 33
80 23 346
86 3 290
76 26 85
55 19 283
38 1 57
96 34 404
59 21 98
27 87 -163
78 13 150
69 86 80
40 29 15
91 98 9
36 14 -58
58 40 10
4 29 -238
40 20 236
80 25 478
35 17 96
84 28 119
25 47 -118
35 80 -284
55 49 283
40 59 79
91 2 59
16 80 -326
37 85 238
90 96 -168
50 19 10
39 6 229
90 99 1
53 1 -20
84 17 371
18 2 103
99 35 296
54 75 15
43 73 -47
96 60 178
94 66 80
26 5 140
89 17 164
2 61 194
65 39 -166
75 22 -118
5 42 33
25 39 -221
67 15 6
21 6 274
85 54 234
30 29 -269
32 9 -305
72 7 402
89 46 171
94 62 353
40 86 143
44 15 318
10 63 85
53 76 -100
60 7 190
5 23 235
23 9 -250
23 97 -113
74 8 -281
77 70 159
97 77 166
42 10 393
79 43 -133
76 14 147
89 11 -169
19 92 175
66 15 408
18 81 429
73 15 281
32 92 169
75 70 13
53 56 226
43 41 264
10 3 97
1 98 117
86 75 273
90 45 -96
81 48 -189
78 51 257
2 77 139
80 43 259
12 34 185
86 31 54
54 34 -40
41 27 -236
12 82 95
84 47 296
36 43 52
6 48 -113
12 53 -37
2 13 180
2 49 157
57 98 -166
7 42 -125
22 74 172
89 39 26
21 97 80
71 4 200
37 42 -22
18 6 352
53 84 -83
89 23 115
51 69 -180
32 7 34
11 11 84
63 38 -270
1 22 178
46 12 -75
20 61 146
73 21 -74
37 75 320
82 67 285
3 85 -58
61 73 -55
17 67 135
23 85 77
95 82 5
43 97 -48
68 51 393
23 75 86
65 8 -288
64 11 -148
77 84 -196
5 95 294
71 98 -45
35 4 32
48 26 -118
42 94 -40
67 67 87
76 24 281
91 6 179
55 81 478
64 73 -35
25 79 47
14 51 324
74 10 74
64 79 271
92 73 -250
31 51 197
10 58 -274
2 40 -68
76 94 8
34 13 -66
34 61 -73
30 65 96
41 34 -25
13 54 214
7 30 114
80 49 328
26 75 417
56 85 1
23 69 -162
31 56 199
1 6 291
68 17 409
57 31 -124
75 21 -243
70 58 -260
29 26 39
25 78 -254
66 16 448
13 49 78
79 96 -332
93 37 -193
15 40 -256
51 42 -268
62 95 173
83 82 133
69 91 60
45 68 45
66 20 240
22 23 185
28 16 377
55 57 460
67 1 -278
64 95 185
77 34 184
52 34 233
45 37 155
38 91 70
29 51 436
26 23 345
68 55 32
75 54 163
91 17 277
65 6 -29
35 97 -151
71 81 298
98 57 255
61 86 -55
46 34 96
80 75 424
52 81 340
52 2 7
98 55 -114
80 46 418
84 12 244
20 49 76
37 87 -69
97 23 266
20 1 -70
86 97 44
79 89 -134
100 500
80 99 -297
70 54 -210
50 77 -91
67 62 398
23 40 440
85 79 -13
68 64 196
13 75 -171
5 38 150
70 80 126
48 66 136
27 58 -322
47 67 -246
10 88 -24
96 82 59
96 71 161
12 15 -75
84 75 -174
23 97 439
1 3 11
87 66 81
66 4 177
6 95 200
67 62 404
82 90 146
48 11 -115
59 32 413
55 66 264
64 54 -163
95 95 77
42 74 221
84 80 66
47 48 14
26 39 -239
18 39 -94
10 77 -334
50 61 242
5 15 57
86 43 405
87 41 -4
33 5 -4
83 25 350
59 64 371
86 71 318
45 91 311
35 9 133
67 95 386
8 45 78
48 51 212
63 98 81
59 24 89
47 88 231
15 72 163
27 95 -6
25 58 -353
50 23 -36
76 34 5
97 31 -55
48 72 205
51 62 32
27 99 -339
31 66 91
17 40 473
42 5 -26
44 39 -129
31 12 111
72 62 87
46 47 -36
90 89 -56
47 7 -235
49 34 342
66 65 -181
47 77 -183
72 70 -54
13 18 16
74 76 -40
53 57 166
93 41 -195
1 26 276
22 25 550
41 87 154
97 65 -277
38 26 58
25 47 -143
71 6 -35
45 36 70
86 51 513
32 22 -244
2 100 -326
21 29 193
15 19 -91
79 22 -235
90 33 85
82 14 182
78 6 -183
68 63 -60
48 6 68
33 3 -15
23 74 379
10 45 -243
29 44 184
56 61 19
41 3 -48
49 17 -84
63 49 166
61 67 -269
20 24 -203
60 84 135
69 93 387
72 77 -322
100 3 274
4 59 -343
19 34 243
13 15 -81
84 39 -208
68 75 68
51 49 -215
72 68 -185
67 100 -22
95 38 1
91 77 -251
58 69 103
57 52 -194
74 72 12
59 94 557
84 92 -252
37 20 141
16 37 312
50 48 72
24 99 20
12 87 -10
95 72 107
81 14 392
67 3 180
33 3 -54
23 53 234
57 30 52
69 33 241
56 27 84
55 30 264
87 74 142
76 28 -157
46 17 -289
41 24 -126
9 13 210
17 12 456
86 55 128
56 82 -202
3 65 -7
38 55 -219
27 53 -127
88 64 -37
24 53 224
41 83 1
45 35 43
60 14 31
48 79 77
38 40 190
26 34 63
88 31 -64
79 59 -209
51 80 64
42 26 133
36 10 358
24 44 362
28 13 182
23 13 424
58 52 36
16 63 41
34 63 -339
43 78 158
92 28 199
62 90 -157
46 3 -151
8 25 349
4 83 -180
76 83 -173
99 40 498
75 71 156
48 83 7
48 71 47
65 69 82
37 8 -153
51 91 12
