20
30 60
14 28 605
4 21 448
13 21 334
5 29 297
10 29 540
15 17 250
16 25 510
10 25 121
2 14 816
22 27 956
10 17 625
3 4 410
6 18 922
13 27 568
30 60
11 13 961
1 2 926
12 15 383
19 20 80
10 25 601
16 21 915
8 27 792
3 15 211
13 23 437
13 22 577
5 8 662
13 18 180
15 20 560
3 11 556
6 17 697
1 7 199
20 22 600
7 28 640
6 11 275
24 30 337
16 17 978
17 30 210
3 24 299
1 27 391
8 22 26
13 17 463
3 28 480
21 22 159
6 21 725
9 17 293
22 28 680
8 21 37
10 27 630
6 27 798
20 24 512
5 7 757
8 24 758
6 15 153
3 8 62
14 21 946
13 19 608
6 29 341
20 21 288
11 26 232
25 26 349
28 30 462
15 25 284
17 18 181
17 20 837
3 19 692
12 28 749
6 9 372
23 29 16
3 13 341
19 25 432
21 30 884
17 26 653
18 24 499
10 13 655
5 24 807
30 60
11 25 53
3 11 336
2 18 111
18 28 212
12 20 262
12 27 446
12 30 842
12 29 511
5 10 293
23 25 662
1 10 466
8 10 626
16 18 86
15 29 978
2 25 643
5 22 112
11 14 73
6 17 927
5 20 532
12 14 117
25 29 730
6 11 826
3 18 802
8 29 35
20 22 982
10 17 287
9 30 477
4 5 976
7 14 120
6 20 241
1 16 752
9 25 248
15 17 601
6 18 671
22 25 358
8 20 327
24 29 383
1 5 479
5 8 898
7 23 878
9 13 199
1 30 530
4 26 719
21 24 412
7 9 895
18 19 88
9 26 457
9 15 842
8 19 233
19 22 893
11 15 694
25 28 557
1 8 649
19 30 576
11 16 536
22 23 220
10 29 610
19 29 737
3 27 362
17 19 529
30 60
1 11 565
8 15 63
25 29 621
2 6 167
27 30 963
24 26 480
4 28 393
15 24 972
4 27 204
6 10 359
3 26 251
6 17 281
17 18 885
16 27 712
22 29 753
26 27 940
7 18 184
5 8 851
9 13 798
13 22 564
4 9 731
12 20 461
4 22 35
12 22 795
9 27 933
20 26 711
11 17 244
1 25 214
20 23 360
5 21 117
11 26 171
8 19 585
21 29 681
18 27 462
1 4 164
7 23 680
8 13 32
23 28 397
21 23 152
8 18 553
16 29 548
19 23 894
11 14 596
20 24 774
16 30 475
6 21 176
14 27 212
17 21 380
12 26 569
11 21 343
19 30 253
7 9 757
4 8 741
1 5 694
9 26 843
2 3 712
6 24 5
26 30 167
25 28 607
22 30 323
30 200
10 24 874
14 22 710
8 12 726
1 4 1000
17 21 405
9 18 613
14 15 346
12 15 247
2 16 847
17 18 859
3 30 83
1 26 570
9 19 963
5 22 176
10 14 510
2 28 382
11 29 879
6 26 486
6 15 521
7 28 175
25 27 840
19 24 329
4 11 592
10 30 910
8 13 70
9 16 579
16 25 257
11 23 183
3 24 743
3 23 166
1 18 650
10 26 699
7 12 520
27 30 343
12 14 692
10 19 649
5 9 324
13 20 547
9 25 539
23 27 702
22 26 49
18 22 51
21 25 221
7 20 945
16 19 570
3 5 423
8 19 153
18 26 33
6 23 437
6 19 972
7 21 345
15 20 502
1 14 640
3 15 485
5 11 691
9 24 999
7 25 569
23 28 352
21 27 868
3 6 829
16 22 420
7 18 299
13 24 633
1 22 323
14 20 649
1 24 222
2 10 97
7 10 580
17 27 38
22 27 207
11 20 94
22 25 772
4 5 379
16 18 494
4 15 1000
3 27 30
7 15 35
14 30 20
8 15 375
24 25 780
2 6 965
22 29 587
10 28 100
3 22 82
2 15 933
11 19 157
15 16 568
13 27 683
6 18 12
6 16 511
29 30 837
17 19 378
6 14 749
22 23 702
15 28 696
8 16 76
10 29 720
16 21 123
4 10 690
25 30 448
6 25 161
13 18 38
6 13 876
5 7 367
10 25 463
18 30 802
6 21 595
4 22 685
2 5 869
7 30 630
9 13 92
5 25 605
3 17 241
23 29 889
12 21 781
11 26 399
15 25 154
12 24 899
3 7 917
6 7 62
2 19 433
2 3 163
11 16 468
3 9 979
7 8 992
8 27 446
13 29 106
5 30 676
24 26 751
26 28 93
9 17 399
11 13 459
7 22 769
3 13 25
20 21 371
13 26 889
5 15 208
18 19 290
20 28 187
21 30 455
9 20 970
6 17 7
18 28 82
4 26 720
4 16 476
16 23 868
1 15 478
5 27 861
4 6 547
20 27 974
8 10 912
18 27 18
7 27 867
8 30 655
20 22 871
10 17 380
1 27 795
7 24 124
15 23 762
2 9 427
12 22 40
21 29 867
7 16 535
3 8 564
14 23 954
8 11 623
9 14 976
14 26 55
6 10 63
6 11 329
12 16 569
6 20 37
8 9 834
4 25 251
24 30 574
21 28 386
6 22 65
13 14 261
25 29 969
18 25 856
7 23 129
11 17 484
13 23 311
6 24 112
1 29 373
8 25 428
6 8 477
4 12 332
11 24 937
14 19 302
4 23 18
5 29 768
4 17 992
3 18 698
19 21 546
17 28 295
26 29 173
5 18 166
2 29 918
5 6 335
30 200
3 23 200
21 30 976
6 7 207
8 11 749
9 20 763
4 22 512
7 10 202
27 30 712
3 28 241
1 26 752
3 21 942
7 29 651
18 29 366
2 15 791
1 7 955
11 16 310
17 21 566
3 9 609
5 10 796
2 9 409
8 20 509
5 30 408
16 28 51
10 27 139
2 30 120
1 5 810
13 14 747
7 16 794
16 20 175
23 25 490
8 12 237
11 20 759
5 29 778
9 19 79
15 24 983
4 28 463
4 12 190
14 30 382
8 17 679
8 29 731
16 21 423
12 27 728
13 25 869
12 26 281
8 15 733
10 28 933
1 8 840
9 29 882
13 19 423
5 24 439
4 23 499
23 28 869
6 18 881
2 11 792
21 27 679
25 29 388
15 23 668
22 24 779
13 28 891
13 15 818
12 23 119
6 13 347
24 28 716
13 17 615
1 30 536
5 7 599
13 30 503
10 19 12
6 29 707
28 29 289
13 29 449
1 13 7
5 14 607
4 11 487
1 24 796
27 28 172
5 23 200
10 29 996
1 20 932
2 21 598
3 12 606
8 23 261
22 28 880
1 29 73
5 8 969
20 25 370
14 17 207
11 17 462
12 14 508
12 21 605
7 9 271
5 11 892
17 27 319
7 27 756
26 27 112
13 26 978
15 21 455
5 25 246
3 30 193
25 27 196
10 11 975
23 27 636
11 18 651
5 26 663
5 9 141
2 24 585
10 23 657
5 20 395
1 17 596
20 21 318
3 7 840
6 20 499
3 24 924
11 28 250
19 30 761
20 30 138
5 17 820
2 4 250
11 13 612
7 20 258
15 26 560
3 26 737
7 21 891
17 28 653
20 28 824
23 24 520
14 18 740
12 30 553
5 22 287
11 15 437
6 22 187
9 11 223
17 20 809
17 25 370
23 29 512
5 21 894
3 22 246
20 27 72
13 18 90
6 19 14
4 16 636
7 17 156
11 29 685
4 9 462
7 25 776
14 27 335
4 24 311
3 29 749
17 18 854
14 21 738
17 19 227
4 7 538
2 3 109
5 15 420
9 23 143
6 24 389
3 4 100
7 30 938
14 29 795
15 30 60
21 22 6
11 23 716
8 10 704
18 22 418
11 27 471
22 26 840
4 5 90
8 13 295
1 4 993
10 17 868
11 26 920
18 25 520
15 25 22
11 14 871
12 20 622
8 24 55
12 28 504
1 23 674
11 19 910
12 16 23
9 27 818
24 29 338
2 6 987
9 15 464
1 21 708
21 29 546
1 22 923
24 25 149
1 25 711
16 30 577
14 28 783
2 19 652
5 6 471
6 16 563
6 27 536
20 22 176
27 29 957
5 28 138
4 29 316
10 22 319
30 200
7 17 743
4 5 846
20 29 761
18 19 206
6 16 23
2 12 850
12 21 969
6 13 72
14 16 185
10 24 738
14 30 335
3 27 975
6 8 624
9 13 243
9 12 476
5 21 17
3 8 849
12 19 589
13 14 236
13 22 945
9 11 325
10 13 980
12 30 644
8 9 126
20 21 718
4 8 330
11 16 433
16 27 236
1 17 250
16 23 594
20 26 730
13 23 765
7 20 892
20 23 560
4 29 396
5 28 890
3 9 459
6 22 305
23 30 259
13 19 415
9 19 830
9 29 271
18 20 496
10 26 419
3 4 463
5 19 459
2 29 880
9 20 430
7 28 96
19 26 985
5 18 907
14 19 642
23 26 79
2 3 325
14 27 59
14 20 385
16 30 937
7 23 664
18 27 631
6 10 494
5 11 558
14 18 30
11 15 964
5 20 206
11 22 594
8 14 357
18 23 722
4 22 998
17 24 999
4 16 950
2 17 877
22 28 952
12 26 388
13 30 374
5 24 567
21 27 266
11 23 924
7 10 301
12 18 778
15 27 163
11 28 935
11 13 264
3 28 903
15 30 453
15 19 36
20 22 38
18 24 966
10 22 8
15 22 379
5 8 893
1 27 643
9 30 96
13 20 802
6 29 612
1 19 999
6 14 639
10 21 386
4 9 638
25 26 10
12 22 105
10 12 404
12 14 451
6 27 908
5 25 388
1 18 42
3 15 17
25 27 723
11 17 907
7 30 507
6 25 22
14 25 26
17 23 18
13 24 642
27 30 482
16 24 414
7 29 913
1 29 193
25 29 855
12 20 57
10 14 383
14 21 602
9 14 111
1 28 950
4 18 653
8 16 61
4 26 304
6 28 860
15 20 171
4 30 82
1 7 88
5 29 231
14 17 829
6 21 948
13 25 53
5 14 689
13 21 650
5 16 380
10 18 842
16 25 653
7 9 948
7 18 991
1 11 297
2 28 684
3 13 380
9 21 838
3 26 820
7 14 966
3 6 588
19 20 204
9 24 242
6 11 883
19 21 14
26 29 401
3 29 626
10 29 704
5 9 30
12 13 131
16 26 249
20 24 596
16 18 597
18 25 394
27 29 950
8 11 491
13 18 136
29 30 571
10 20 799
6 24 678
16 17 833
8 10 746
7 8 90
10 11 196
16 28 833
16 19 560
15 16 202
6 20 792
4 6 760
13 17 278
2 11 288
3 19 371
8 21 33
15 25 708
3 10 525
17 30 979
1 12 634
8 20 511
21 25 552
1 9 193
2 14 430
17 22 554
8 28 276
7 16 131
8 29 401
16 22 182
2 10 667
4 17 550
3 30 180
1 13 606
22 24 552
9 18 913
7 11 526
30 200
28 30 538
2 4 894
1 17 482
11 19 621
24 29 106
15 29 744
1 9 497
4 16 144
4 30 461
8 16 9
6 17 525
3 22 669
10 26 703
19 30 642
2 18 260
26 28 621
7 30 634
17 28 403
8 20 410
15 30 391
13 20 651
16 24 657
8 15 86
5 13 433
2 27 270
7 22 278
9 16 738
10 21 255
21 27 330
10 24 303
19 27 457
3 29 331
19 21 953
22 30 846
14 26 930
2 16 765
3 9 382
23 27 516
20 27 903
20 22 44
15 22 480
22 27 148
13 29 667
1 15 909
12 24 177
1 21 862
19 29 611
2 7 577
19 20 633
21 24 771
4 20 832
17 21 639
18 22 268
19 22 104
17 26 858
7 19 52
6 20 100
12 27 209
3 23 112
2 17 128
4 29 996
24 30 318
4 23 437
5 27 803
23 25 725
6 10 631
27 28 200
26 30 636
1 27 573
3 14 74
21 28 914
15 24 289
5 19 522
10 20 447
25 28 580
11 13 825
14 17 946
26 29 752
12 29 385
14 20 870
4 12 308
2 10 550
12 13 830
4 21 2
16 21 211
2 21 200
5 10 213
13 19 497
11 15 349
10 23 754
16 18 288
22 24 888
13 25 395
9 14 145
6 25 906
17 29 347
15 23 575
3 19 118
13 16 985
2 26 130
1 24 540
6 14 653
8 11 632
7 16 560
10 13 240
14 29 815
14 18 522
13 22 739
5 20 183
8 19 784
16 20 880
2 8 628
14 15 222
2 13 535
9 25 383
4 24 43
7 8 765
2 22 426
7 13 5
7 20 541
18 19 401
20 21 932
12 20 566
12 26 152
11 23 84
11 12 161
4 25 139
10 17 223
15 19 792
6 27 501
20 28 295
7 14 786
18 21 137
2 24 881
11 18 13
4 10 577
19 25 597
6 9 834
19 23 175
3 5 955
9 27 105
4 14 179
9 18 755
12 18 622
11 27 130
11 22 152
21 23 113
5 17 940
2 12 763
5 7 760
13 18 379
7 12 994
11 26 220
25 27 673
25 26 283
12 15 511
9 12 400
9 23 301
24 28 587
12 23 280
9 20 414
8 13 719
9 29 140
4 26 608
18 20 51
27 30 432
11 28 932
1 12 271
3 15 725
16 17 732
17 20 418
3 26 667
7 23 843
5 23 229
15 28 231
25 29 934
4 6 967
24 26 136
1 30 620
9 19 952
11 17 48
17 19 877
1 22 728
5 24 819
8 10 685
19 28 179
13 14 90
5 26 895
15 18 448
1 25 920
2 15 346
4 5 164
10 14 529
21 22 16
18 26 48
14 24 552
15 27 549
13 26 706
16 25 166
1 28 870
30 200
4 14 79
7 20 702
27 29 689
1 15 473
26 27 969
1 29 861
7 18 754
12 26 354
9 20 577
14 19 397
3 8 957
7 13 11
11 19 263
5 13 809
13 21 519
3 6 50
17 29 280
8 20 902
4 17 494
7 9 907
5 12 564
1 14 366
7 30 3
10 29 158
22 26 346
26 28 179
3 29 607
8 16 925
10 16 975
19 30 118
11 26 377
11 15 379
20 22 815
22 30 416
2 10 812
24 26 819
7 8 98
7 27 713
2 25 518
13 24 188
11 25 648
2 23 207
15 24 667
12 13 505
7 10 402
8 10 122
1 7 454
25 28 552
10 28 621
4 16 670
2 19 842
26 30 958
8 27 402
16 30 204
17 28 425
9 30 255
23 29 722
9 18 725
2 9 481
11 12 508
1 26 837
1 18 633
9 22 773
7 21 872
14 17 379
1 13 336
4 22 556
9 25 995
2 6 196
9 27 804
25 29 15
8 26 259
14 22 573
25 27 856
23 24 778
1 5 122
13 17 603
3 24 315
16 20 624
5 16 936
3 15 619
16 28 313
10 13 866
12 24 583
1 8 783
5 23 43
22 27 6
6 15 377
15 18 407
1 27 245
18 27 315
10 12 705
4 11 298
20 27 400
20 21 629
10 15 135
14 16 922
11 16 727
3 30 942
12 29 203
15 27 197
13 26 78
2 11 900
3 5 299
3 26 555
21 29 758
19 24 441
10 21 356
15 21 113
15 26 511
8 24 830
15 25 389
17 24 235
5 19 460
14 28 705
8 28 51
17 25 803
17 26 207
17 22 318
2 29 625
4 12 691
20 26 196
21 22 839
17 30 990
6 21 466
14 27 830
12 14 748
9 26 12
20 28 336
11 21 390
14 23 254
16 25 277
14 26 285
6 19 226
21 23 98
1 19 397
4 27 382
16 18 695
16 29 200
27 28 415
4 6 587
20 29 2
17 27 300
2 30 128
6 27 572
5 26 910
26 29 740
7 29 182
28 29 941
3 21 454
11 13 947
1 20 574
13 19 781
2 15 144
5 6 27
3 13 227
16 23 330
1 9 703
11 14 202
6 13 314
14 21 556
13 30 817
2 17 284
10 22 308
16 24 575
10 20 655
2 3 994
6 22 373
21 30 72
15 29 929
1 30 928
19 22 896
3 18 379
1 11 360
25 30 697
15 23 41
17 19 299
7 12 402
5 8 704
7 17 543
16 19 815
1 2 708
5 28 706
1 4 179
24 28 858
21 26 743
8 9 649
5 30 244
24 27 706
13 15 752
9 19 909
2 12 682
10 25 445
6 16 29
16 26 278
17 21 996
4 21 86
14 29 606
4 15 244
20 25 213
30 200
5 25 36
8 19 255
1 25 611
18 22 301
15 25 121
20 23 123
6 14 440
20 27 434
4 20 303
24 29 319
2 7 593
8 23 148
5 23 127
4 22 493
8 13 28
28 30 145
6 13 316
22 27 507
2 20 438
15 16 42
12 28 977
26 29 653
10 22 323
3 19 744
10 24 150
10 27 61
22 24 534
15 26 1
8 11 837
4 23 738
22 23 700
26 30 631
19 27 200
1 17 450
15 27 582
22 30 285
19 25 131
21 25 81
6 27 962
7 22 680
1 12 805
9 28 333
3 5 1
21 26 112
25 28 473
19 24 321
6 23 56
1 11 242
14 23 342
8 30 691
8 15 797
4 16 921
9 30 739
3 24 136
22 28 656
1 9 903
16 18 669
12 19 930
16 28 603
4 13 171
3 30 845
13 27 269
2 15 255
11 22 297
6 18 433
16 24 672
9 27 962
12 14 545
25 30 505
4 28 2
23 28 891
17 29 91
8 17 266
13 16 68
11 25 430
6 26 577
1 23 424
21 23 108
18 21 721
8 21 247
20 22 933
1 13 630
1 28 128
8 29 887
13 23 992
12 24 995
1 3 278
11 21 129
25 27 550
19 26 742
4 7 828
13 18 609
16 22 12
7 26 678
13 26 586
19 20 740
1 6 260
3 16 459
18 29 67
18 25 215
4 30 33
16 21 332
5 12 824
14 29 581
3 28 286
13 14 44
13 30 111
11 30 564
26 27 112
1 14 400
13 29 734
19 21 717
2 24 858
2 26 291
3 20 93
7 20 978
17 27 790
2 9 364
14 22 623
24 25 949
13 19 611
1 21 241
19 22 748
16 29 340
9 10 736
21 22 637
15 21 627
7 24 22
9 18 257
1 30 455
2 17 905
14 21 593
17 30 735
9 17 445
29 30 376
7 18 20
11 14 384
12 17 960
17 20 596
3 26 965
24 30 476
6 11 709
11 29 499
27 30 395
7 11 405
8 22 423
26 28 114
9 11 690
10 17 72
5 13 514
6 8 533
8 27 189
3 23 931
2 30 735
10 23 728
9 13 39
12 30 367
6 10 596
6 22 798
2 10 976
2 27 105
9 23 192
4 29 491
3 21 820
10 30 195
12 29 213
2 23 124
20 30 319
16 20 921
4 5 392
6 16 118
1 4 432
9 16 343
16 23 562
14 24 336
16 27 864
7 28 411
10 13 830
7 8 686
5 11 371
11 15 734
20 24 828
21 24 724
4 6 677
11 24 545
5 28 211
7 16 981
3 25 738
18 24 619
3 15 209
5 24 331
1 20 957
5 15 630
3 8 901
12 27 24
16 17 101
7 10 221
15 18 445
10 26 844
21 27 864
30 200
17 23 648
7 9 907
5 16 772
11 27 73
24 29 755
9 29 164
13 28 957
2 6 359
2 9 900
19 21 15
19 28 497
21 25 966
18 22 319
21 22 695
28 30 764
8 24 129
12 25 691
5 23 552
17 29 862
1 18 940
12 24 299
25 28 371
14 20 889
2 13 587
2 27 83
3 7 971
17 26 859
15 21 930
8 27 164
27 29 223
1 11 415
22 27 58
5 22 1000
5 25 75
1 6 310
2 5 746
25 29 560
1 29 455
3 26 464
9 24 255
6 12 905
1 26 796
24 26 367
4 8 960
27 30 573
10 25 802
4 12 961
2 10 542
7 29 916
17 22 413
1 9 555
1 22 582
7 24 979
1 17 350
11 29 277
5 20 536
8 9 175
17 30 196
1 21 150
15 24 844
10 12 333
9 25 66
6 15 68
3 12 748
5 30 458
8 28 362
2 7 318
5 14 10
23 24 813
7 17 758
4 16 770
7 10 272
17 18 524
1 24 995
22 24 713
6 11 283
2 21 457
8 29 650
3 27 135
5 28 895
1 27 145
1 8 388
7 28 250
2 17 157
18 21 774
12 13 181
18 25 179
5 6 350
1 28 82
13 27 799
12 17 272
19 29 796
2 4 48
11 18 409
15 20 555
4 13 250
1 16 89
20 29 492
7 26 178
16 22 11
12 30 143
2 29 693
1 4 207
7 11 257
12 28 411
2 19 82
16 24 476
12 19 715
15 22 18
7 15 704
10 26 751
6 18 806
16 30 228
3 25 883
1 25 109
9 12 222
7 25 448
4 25 451
16 29 368
2 25 553
1 7 650
14 18 854
3 22 481
1 2 849
15 30 338
6 23 96
26 29 296
15 23 261
26 30 44
3 15 476
12 26 151
19 24 849
8 15 412
11 22 157
22 25 608
7 18 718
4 21 56
11 15 990
14 15 167
15 18 479
20 30 844
15 26 947
3 19 680
2 28 958
4 24 530
10 29 277
18 26 875
15 17 630
3 18 559
4 19 567
7 21 333
3 17 433
8 20 572
10 24 194
9 15 219
8 11 718
21 29 971
14 21 913
4 20 279
2 15 625
13 15 596
19 23 700
21 28 805
16 23 211
8 14 691
13 23 930
5 12 956
22 29 906
1 14 967
3 11 382
2 11 829
16 18 51
9 20 823
19 20 163
8 25 48
20 23 35
3 21 41
18 23 992
9 23 875
19 27 104
19 30 208
3 14 638
10 23 975
10 18 354
1 3 644
8 12 165
1 19 943
21 24 202
3 13 879
2 22 47
17 25 436
7 8 954
3 23 265
10 20 5
4 18 189
10 16 127
2 14 244
8 17 214
7 27 984
16 27 360
30 200
18 19 519
28 30 144
13 16 283
20 21 507
23 26 416
3 8 121
20 23 643
1 25 368
5 14 962
12 15 285
21 23 319
1 18 54
8 22 121
6 22 138
2 8 786
4 28 273
8 9 939
9 25 997
7 10 428
1 20 61
19 28 776
13 30 550
21 29 766
23 29 572
17 22 40
5 26 282
6 18 71
19 25 928
7 15 716
8 29 859
4 12 531
16 20 816
15 17 122
10 23 668
6 25 694
4 25 254
9 13 705
1 28 451
4 6 652
17 19 121
3 26 712
26 29 193
2 28 49
6 19 158
9 30 775
8 19 266
11 18 860
15 27 564
23 27 658
2 18 648
1 30 235
8 18 272
13 23 809
5 23 957
16 23 142
4 23 911
20 27 846
3 14 964
2 3 771
1 27 570
10 18 1
24 28 247
20 29 643
11 27 810
27 28 814
2 12 657
9 21 690
3 29 256
11 26 271
11 22 854
14 28 738
11 12 736
4 15 791
9 16 523
14 29 139
18 27 571
15 20 14
16 19 766
9 19 101
6 28 47
28 29 92
7 20 232
13 25 499
5 16 325
16 27 657
1 7 962
2 14 219
21 22 372
8 20 88
12 26 373
1 15 854
10 13 996
2 10 76
8 24 125
15 19 602
16 29 129
24 29 448
10 29 948
2 13 856
3 19 513
5 13 847
22 26 205
14 24 244
11 16 17
7 13 305
2 7 305
5 8 66
19 20 512
16 24 685
4 18 215
8 25 812
21 26 749
7 17 658
4 20 516
3 28 70
2 26 778
14 20 412
22 27 859
8 26 528
15 23 527
4 14 708
14 19 960
23 25 857
10 28 120
3 20 193
20 25 832
17 26 657
3 21 250
9 12 5
3 23 946
19 26 399
4 19 643
5 12 536
1 3 794
24 30 520
15 28 928
7 28 148
2 5 279
19 27 930
17 18 329
20 24 301
4 7 66
19 21 336
2 16 970
4 9 846
20 30 595
8 13 271
9 24 54
5 6 248
3 25 920
17 21 931
11 13 959
7 23 289
12 24 702
4 27 123
4 11 713
15 24 776
6 15 173
14 27 853
10 17 541
7 19 386
3 27 929
3 6 184
2 24 425
6 7 230
17 30 246
11 20 537
10 12 52
8 14 325
10 26 847
6 16 307
6 20 222
5 25 685
6 21 838
7 21 832
6 23 201
5 22 148
7 8 824
2 17 914
6 24 309
17 23 493
23 24 939
3 22 448
12 23 833
22 24 809
13 18 122
4 16 684
1 6 361
18 30 430
9 20 998
9 18 89
12 17 306
7 22 131
4 10 869
3 15 663
9 22 331
12 25 189
13 28 839
12 20 335
12 21 924
30 200
6 18 854
5 23 460
7 23 636
11 26 335
8 14 532
6 20 942
18 19 152
6 11 43
3 29 513
3 10 683
24 28 1000
10 20 813
2 19 20
3 11 744
16 30 457
20 30 635
9 29 738
6 7 34
2 21 627
1 29 160
1 7 415
8 16 275
8 18 670
12 25 970
1 3 679
2 20 337
11 28 784
14 28 538
1 4 432
12 22 598
4 16 881
10 21 176
5 8 897
13 18 377
12 18 381
7 18 744
20 24 492
2 14 178
26 27 601
2 10 502
2 15 80
15 23 719
8 15 627
3 13 816
3 5 419
16 24 26
2 5 696
15 19 63
15 24 881
11 24 471
9 30 240
24 29 786
22 30 772
25 28 998
15 30 626
7 9 197
2 7 622
20 29 557
3 21 11
7 17 977
7 28 815
2 30 197
8 10 822
4 8 619
19 27 786
12 27 952
24 30 484
20 22 877
7 10 896
11 13 923
12 16 826
28 29 317
5 9 891
14 26 306
1 24 116
2 8 746
2 23 418
1 15 602
25 26 832
9 24 451
6 16 561
7 11 566
12 29 15
6 13 676
4 20 680
18 22 91
3 15 921
21 23 345
23 24 766
13 20 398
1 12 584
4 21 959
21 30 107
9 14 443
10 17 17
9 27 556
21 25 80
6 29 997
11 17 518
16 19 191
19 20 179
2 29 143
11 19 742
4 27 910
9 17 952
8 21 771
11 12 885
19 22 598
4 26 899
2 24 455
10 26 706
8 28 968
12 21 829
1 8 491
19 28 859
12 14 943
12 30 654
5 11 342
