20
300 600
208 226 645
199 270 559
50 82 14
237 253 470
111 117 96
25 131 61
23 197 812
22 190 673
15 229 510
91 160 369
99 184 615
22 78 226
120 183 629
46 175 489
51 89 897
157 269 809
8 232 91
69 210 525
73 80 831
147 188 886
15 233 225
27 68 672
63 220 739
58 76 818
11 54 77
56 66 214
94 238 926
197 293 943
171 221 470
119 147 28
141 234 887
168 216 381
195 224 848
154 243 602
79 270 521
42 192 36
77 177 199
199 212 742
67 242 954
52 228 931
2 61 742
72 122 469
220 261 968
20 40 203
176 235 653
37 176 861
34 259 60
43 149 520
187 266 338
45 175 133
204 238 372
125 253 423
183 217 892
28 118 937
198 213 291
29 185 890
70 265 383
14 297 534
25 214 152
250 290 846
32 126 502
101 260 656
1 161 172
65 108 485
240 253 198
29 299 535
61 168 185
39 145 791
114 175 12
9 79 813
152 221 339
25 167 902
120 292 690
180 246 729
4 150 368
9 296 913
204 254 155
128 207 247
274 292 764
252 290 752
89 155 957
13 224 104
38 105 779
50 174 531
53 289 63
7 237 956
91 237 465
77 112 432
85 292 748
39 104 75
140 170 158
115 128 164
37 103 114
96 160 776
14 151 733
202 251 465
96 189 273
72 224 301
207 276 2
122 185 877
15 167 711
126 158 49
22 44 91
138 265 730
14 79 144
52 239 164
205 254 655
198 270 819
156 171 360
32 178 294
134 269 527
71 115 534
182 297 897
126 263 530
175 212 681
87 143 3
178 237 591
10 44 747
143 251 505
145 277 522
34 49 981
95 221 322
18 249 607
14 218 245
68 231 236
63 239 401
208 230 351
155 188 953
232 279 83
196 262 229
117 186 716
2 266 30
83 241 124
28 268 630
6 290 707
140 214 383
104 156 754
75 291 606
99 237 956
143 207 521
141 175 733
40 203 447
105 228 273
113 163 337
41 182 487
98 269 346
189 222 847
202 255 169
22 235 414
145 217 129
5 152 347
10 169 780
203 264 519
74 239 885
14 165 505
168 240 494
70 139 917
191 242 762
106 145 306
137 257 842
40 135 347
213 270 719
107 121 289
156 275 235
189 273 310
97 268 62
47 113 49
102 286 650
28 300 64
4 7 743
112 261 353
151 205 350
19 140 677
59 83 537
112 201 651
285 295 119
9 49 599
276 283 65
64 204 358
169 196 713
138 157 457
50 99 116
99 274 103
20 214 990
56 236 993
116 235 224
91 275 119
170 284 935
50 197 626
193 236 771
171 197 861
175 252 436
7 96 449
109 187 495
100 224 343
92 112 786
207 235 505
27 47 907
143 255 494
51 265 139
177 239 647
114 293 16
13 132 6
3 76 994
126 222 97
264 276 167
2 167 591
93 189 966
106 221 155
88 185 31
234 285 254
100 101 227
160 257 421
25 154 667
15 102 715
22 127 118
88 231 965
6 169 954
35 70 984
127 196 169
37 66 475
143 246 564
223 296 993
69 264 390
6 74 763
48 239 533
157 186 830
200 226 351
188 249 854
47 144 963
165 221 376
145 147 198
9 28 474
16 118 253
36 159 500
193 290 564
241 259 913
91 186 98
239 251 116
200 281 499
207 236 642
100 266 659
56 219 356
97 167 57
116 189 985
9 109 628
35 214 920
164 260 849
55 138 39
175 298 378
252 287 408
241 264 585
56 245 527
264 267 808
44 224 614
55 247 422
195 286 694
19 293 907
144 228 887
67 232 381
94 289 535
141 193 326
16 190 765
96 101 245
193 245 568
2 111 634
168 268 755
3 266 195
97 262 524
42 120 884
199 231 564
93 109 540
245 279 334
85 190 482
1 221 404
73 226 340
85 242 350
234 272 422
174 221 98
80 213 758
99 260 703
58 65 372
196 212 172
51 125 519
83 95 105
50 269 480
31 85 729
109 289 407
14 51 388
97 142 780
28 55 756
110 123 658
66 234 554
15 243 456
15 197 489
78 273 671
196 285 64
110 126 389
157 249 990
265 291 505
102 219 905
258 278 995
31 86 742
47 145 952
128 252 199
57 238 741
12 217 903
214 218 311
78 84 572
39 151 94
85 249 163
97 211 69
12 59 904
29 282 330
194 226 434
18 191 610
113 222 925
151 206 436
128 232 768
216 282 614
66 284 481
5 230 905
34 170 935
23 169 377
91 196 160
98 107 313
282 295 825
92 192 961
197 295 404
67 258 125
129 197 828
10 30 480
269 271 280
107 198 482
104 149 680
158 237 633
223 283 49
250 287 159
35 182 445
99 241 510
138 254 855
108 240 721
25 282 491
184 230 272
83 114 283
31 87 163
230 300 584
32 110 396
167 298 524
23 272 938
24 118 784
153 270 406
6 177 685
156 197 488
126 198 305
66 143 461
99 238 739
156 270 497
70 223 945
181 196 96
122 125 827
172 186 902
85 164 858
127 269 143
34 215 901
161 281 325
4 118 236
167 282 318
60 140 17
144 146 98
47 267 711
32 79 690
228 247 753
56 255 748
87 250 663
35 189 735
189 246 947
45 119 941
1 241 192
124 231 469
93 289 113
33 252 42
143 227 172
37 109 318
5 282 913
156 217 327
55 265 126
132 182 886
15 176 115
121 255 914
131 208 443
3 145 443
142 248 190
140 292 775
64 253 38
45 168 750
11 58 934
15 236 204
81 190 314
93 150 571
14 61 229
10 61 822
93 133 232
139 264 895
62 71 145
88 160 696
237 271 173
217 249 280
155 241 883
92 103 829
95 215 272
84 181 491
94 259 515
117 220 303
61 76 364
66 110 797
116 179 850
73 196 385
222 296 47
13 38 329
68 288 261
9 13 458
155 271 23
112 200 624
162 163 133
161 283 871
8 55 801
4 6 230
135 217 133
118 163 678
123 142 718
255 276 349
141 286 302
292 293 88
213 245 893
72 278 720
106 208 651
264 292 992
61 299 715
42 213 278
243 275 852
81 113 445
18 77 96
139 178 517
78 282 726
3 54 272
155 235 498
91 141 800
118 281 67
44 69 713
63 274 49
64 183 955
206 228 620
156 198 224
47 238 353
202 215 848
55 275 863
111 204 858
39 206 371
17 280 851
136 167 808
26 41 866
130 237 728
48 107 690
69 91 302
142 151 612
39 115 988
54 130 229
32 173 841
91 113 477
208 215 209
45 276 265
300 600
121 252 523
116 219 668
17 48 362
196 272 981
218 296 150
63 138 147
22 65 816
140 194 784
149 226 560
69 298 259
151 248 623
182 224 222
136 215 774
48 131 198
12 157 901
41 106 162
195 234 757
103 126 992
31 118 967
267 270 222
169 227 494
142 295 467
49 133 541
271 276 119
216 258 453
14 280 682
42 91 668
254 255 70
9 70 11
19 259 409
43 75 348
67 144 811
5 120 494
13 42 39
35 82 513
59 176 965
281 299 756
156 203 759
253 300 389
296 298 606
39 156 513
85 199 763
67 273 955
34 196 917
275 281 618
241 286 227
77 279 820
35 247 868
79 272 571
254 285 686
68 76 738
73 242 996
180 270 851
181 184 636
77 231 596
255 292 360
224 256 23
157 216 693
175 275 523
213 284 897
175 297 867
51 104 311
13 149 6
120 210 723
199 225 246
107 198 271
6 100 150
28 123 318
153 277 312
14 242 603
92 267 699
97 157 230
10 29 849
85 173 845
206 208 35
57 145 148
22 134 393
71 120 323
66 185 682
18 221 610
158 285 169
43 101 169
156 238 7
54 211 890
136 248 702
26 121 691
169 253 152
153 163 689
157 164 906
26 269 876
9 188 375
53 262 729
109 196 926
6 62 793
4 87 456
113 157 337
85 114 136
113 269 452
121 151 932
37 116 303
236 295 433
29 195 557
185 228 695
204 270 221
224 292 960
222 238 484
77 162 681
18 278 332
116 211 130
24 218 86
154 190 932
85 180 766
78 173 527
4 119 26
273 283 91
76 212 475
107 113 237
208 231 182
125 166 193
192 247 314
171 200 231
14 99 22
75 151 793
46 181 310
58 96 611
31 125 361
91 225 833
202 255 163
148 282 23
75 242 271
237 248 61
163 287 655
94 233 620
54 248 864
28 177 326
161 277 246
232 271 276
102 180 162
11 200 526
90 221 648
142 161 115
26 124 726
92 249 972
102 276 101
2 72 801
100 242 946
197 219 460
62 186 130
209 216 449
144 222 746
89 293 110
60 180 611
70 210 665
6 113 570
145 226 124
72 109 296
134 280 170
87 150 960
207 240 132
11 211 708
103 128 891
6 175 630
100 282 735
117 169 780
82 272 577
27 121 974
23 39 997
77 244 967
23 282 21
27 162 471
15 256 639
125 233 298
38 134 798
36 295 845
119 291 879
106 226 586
92 233 50
249 255 505
12 76 841
28 133 615
130 144 431
99 107 501
88 210 820
206 216 668
34 258 293
101 154 815
77 161 90
2 151 130
39 289 433
107 240 892
248 299 961
112 248 927
163 274 691
77 273 802
91 138 932
143 261 644
171 237 449
87 105 808
20 213 84
228 244 323
43 82 938
52 132 453
84 256 97
227 291 421
201 270 594
218 277 382
8 131 978
2 288 260
204 279 102
74 106 109
171 180 963
98 106 840
122 152 713
8 60 727
54 224 677
232 289 774
184 195 799
44 251 745
2 269 904
114 129 745
7 101 722
75 294 242
146 262 15
58 81 803
47 285 630
27 145 465
159 283 666
6 243 372
6 50 342
98 238 389
188 248 917
61 207 695
293 299 252
89 209 444
95 217 384
83 155 557
96 182 217
50 94 92
142 257 783
139 279 830
46 197 377
122 162 216
142 291 567
23 171 825
40 106 473
5 201 743
29 172 896
134 284 942
8 206 806
135 221 884
135 299 875
100 264 579
16 127 911
143 277 49
21 118 905
179 193 12
36 84 996
29 46 991
87 171 631
48 169 370
17 252 578
264 284 171
104 200 894
124 187 343
191 229 701
6 72 655
27 91 471
59 224 396
106 288 991
138 221 396
94 281 173
26 104 316
151 157 984
72 257 787
38 224 399
47 237 396
35 200 832
14 181 176
76 232 178
20 138 477
206 281 254
88 232 951
46 268 331
156 236 897
188 211 930
106 121 768
10 130 297
45 118 864
108 109 481
211 220 675
36 152 32
65 72 984
158 279 145
17 55 964
8 239 316
11 220 275
264 292 305
10 134 879
72 98 853
29 113 705
68 129 483
50 154 593
190 202 436
53 255 209
41 272 28
75 78 315
46 233 3
15 184 9
197 230 174
252 254 616
93 155 216
287 293 927
84 170 333
200 283 269
196 298 284
10 97 792
85 181 674
40 72 320
158 188 23
13 136 30
44 201 306
86 219 86
120 138 866
18 157 438
18 84 209
31 106 437
25 126 129
31 258 460
192 264 386
13 252 5
105 261 450
27 133 256
32 96 525
19 194 570
49 250 496
3 138 780
84 158 324
133 245 660
51 144 96
70 269 623
19 163 425
34 152 711
178 211 120
106 139 922
23 231 430
37 90 436
227 233 734
191 243 946
137 263 826
211 216 186
238 242 676
172 227 987
71 86 555
105 111 409
10 225 546
199 300 919
77 94 820
33 212 819
153 285 705
56 181 850
54 101 842
39 177 924
98 147 675
46 74 863
64 118 417
199 283 890
74 235 453
65 229 983
102 266 987
1 77 652
63 189 65
113 167 892
200 249 145
194 240 286
74 93 282
33 278 465
189 241 105
190 206 352
56 94 467
158 172 866
119 145 577
247 274 660
289 299 564
42 153 424
43 107 273
20 56 412
174 175 47
95 207 178
190 215 440
118 205 324
112 215 459
147 249 464
113 193 963
174 211 552
174 240 223
8 56 408
38 259 590
148 254 84
21 169 238
108 142 414
50 68 256
120 272 426
70 248 804
195 199 154
39 253 888
119 130 596
111 133 18
150 282 732
208 258 808
133 158 462
30 268 504
144 298 667
36 279 471
120 256 576
43 143 203
52 171 652
71 84 111
51 273 319
86 172 45
119 195 39
15 20 714
185 205 785
7 82 566
56 235 167
35 199 361
32 100 127
182 243 669
53 168 230
74 253 979
24 100 916
37 131 174
245 289 591
39 216 6
173 233 671
44 250 358
83 147 80
151 217 929
230 251 551
111 189 680
18 109 127
127 239 590
5 84 771
27 186 923
131 195 273
136 199 388
117 124 889
37 94 377
45 117 124
73 205 505
22 124 739
99 109 444
46 246 310
62 139 319
91 264 365
163 172 540
122 147 863
151 267 149
58 289 454
43 176 659
79 236 163
77 121 368
179 290 790
206 295 78
81 193 279
74 192 395
147 288 138
182 234 504
111 200 964
52 80 770
61 226 330
57 208 489
184 284 688
288 290 144
270 300 532
70 219 319
1 191 499
92 245 706
104 124 721
136 150 373
159 210 550
5 161 617
110 177 495
25 159 463
177 252 644
92 106 431
34 268 451
4 25 886
31 113 468
56 149 361
223 259 894
246 260 334
29 82 523
22 241 498
1 143 631
207 278 48
186 207 88
106 299 394
117 143 527
10 251 573
202 232 912
140 155 971
25 118 511
127 281 723
8 242 843
214 258 148
203 296 972
97 161 140
5 273 516
89 254 441
114 200 395
168 274 255
89 212 281
32 174 894
118 139 591
127 248 313
26 134 8
204 254 433
63 230 242
7 157 112
156 222 149
252 297 46
8 125 887
65 138 144
120 269 938
52 102 752
50 101 947
216 283 489
261 275 935
218 228 85
